Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
3.846151341619666,8.3148585659553e-7,49.99996742052678,2.2309321378262994e-6,0.02115404647219489,30.83290080283465,1.7116533255168718e-6,5.66885019721218,8.390072020565505,2.1964764447606633e-6,2.3224678171864974e-6,3.2683091380823045e-6,1.7054044902472527,1.5800947572045174e-6,2.7058688351309895e-7
3.846150907657078,8.302755510221432e-7,49.9999669715494,4.236950211292903e-6,0.021154052525919727,30.83290236626298,1.3696670634490236e-6,5.668851453193699,8.390071991034763,2.2372060771948107e-6,2.0174640800882514e-6,3.5832685918394894e-6,1.7054179634293791,4.5863659496778846e-6,1.5394490140850713e-7
3.846150412560139,8.272954095270141e-7,49.99996649921063,1.0380271100104549e-6,0.021154055301174916,30.83289867284877,1.173935617254623e-6,5.668858133797263,8.390061419610046,1.192799809495252e-5,7.841536856588615e-7,3.937227283008195e-6,1.7054053886947014,1.1505404933052979e-6,2.2675577039474535e-6
3.8461511307162217,8.388725305018111e-7,49.999967198275186,3.3639356045907827e-6,0.02115402891831208,30.832901733023203,1.0121673934989e-6,5.668850823514378,8.390071626499628,2.139044102020255e-6,1.1131327191585472e-6,4.0266644367821715e-6,1.7054088773033222,6.678647090361502e-6,3.175483679263122e-7
3.846149656012904,8.192424691762319e-7,49.999965744619445,2.225738142505268e-6,0.021154056000107897,30.832899112790056,4.420791260396307e-7,5.668843487202137,8.39007577299117,9.855282467640152e-6,8.612206555202993e-7,1.61406116924501e-5,1.705404336162956,3.501475331549513e-6,1.689281334370521e-7
3.8461492687863625,8.2032192931525e-7,49.999965361210876,2.4333415742636965e-6,0.021154055999666525,30.83289892966401,4.494218216514786e-7,5.668842320266993,8.390076766077183,1.0224912004451133e-5,8.201904459853808e-7,1.7544840108363013e-5,1.7054036964522097,4.260850102622308e-6,1.7412388171043014e-7
3.8461484848100467,7.987534789961081e-7,49.99996459938022,4.865470989982531e-6,0.02115410393726406,30.832900547031603,2.187078995336986e-6,5.668852133727403,8.390070313474054,1.7972373641076813e-6,8.030129425711669e-7,2.680382974709403e-6,1.7054198246564376,5.544441202462588e-6,1.5420407548623773e-7
3.846149617592283,8.248677811102669e-7,49.99996569130629,2.2400963125226567e-6,0.021154052724641503,30.83289908170721,4.597802972453316e-7,5.668841156583417,8.390078094119216,9.731936400316088e-6,8.362763603287784e-7,1.836417283370418e-5,1.705402557527039,3.951372485561961e-6,1.6391489830984428e-7
1.642702961398189e-6,5.32538708318123e-7,5.537715420119237e-6,19.167069505937107,1.5843406234292463e-6,19.167071074622125,22.548248615588633,0.10541773471893127,41.609896848297865,11.77632377324478,3.3862497159994978,49.99996681846915,13.365288243947928,13.365262915148161,49.999988061728
1.8290643042950824e-6,5.441376394136918e-7,5.712477831920585e-6,19.1670688532787,1.5791047503569506e-6,19.167070604248448,22.54825077527076,0.10541775608230823,41.60989851635895,11.77632788389022,3.386250775465845,49.99997153197465,13.365282383483649,13.365262045919458,49.99998775383972
1.4365615108491267e-6,5.47189743172615e-7,5.31692293471567e-6,19.16704003340878,1.5986712123465676e-6,19.16704135965307,22.54825069465529,0.10541753030582646,41.6098694236042,11.776302233587693,3.386245289930263,49.99992226514358,13.365304461465719,13.365248215097878,49.99997445061403
1.575163523985715e-6,5.415710531699265e-7,5.461143637854944e-6,19.16706960546576,1.5789970434715481e-6,19.167071104011658,22.548249187327933,0.10541772000673547,41.60989747100299,11.776323890685912,3.386250308288114,49.99996695412258,13.365290629567959,13.365262479302492,49.99999101891373
1.7804544390854486e-6,5.401881071591502e-7,5.667817498965501e-6,19.16706845347939,1.5846308638799504e-6,19.167070154069307,22.548209176733014,0.1054177513528003,41.60985648106984,11.77631733447037,3.386249793060586,49.99991992779378,13.365304548461376,13.365255401664866,49.99996499942937
2.109843380882453e-6,5.422574165114268e-7,5.9951371314101915e-6,19.167067984835498,1.5846922083722766e-6,19.16707001174896,22.548206998814837,0.10541780263274711,41.609854113884175,11.776321723346046,3.386249718737112,49.99992202700139,13.365301540179185,13.365255037771238,49.999964420515866
3.866846429155607e-6,5.326561100344658e-7,7.761741486160331e-6,19.167068979721908,1.597351661168902e-6,19.167072761308813,22.54825636290681,0.1054181065881456,41.60990591153153,11.776320687268344,3.386250796811881,49.99997170435131,13.365262603160655,13.365264555933939,49.99996564814299
1.8207202609230287e-6,5.396169383258998e-7,5.70865448963631e-6,19.16706846671323,1.584126529799237e-6,19.167070207856106,22.548207160611895,0.10541775812722864,41.60985449883461,11.776317733505152,3.386249730656262,49.999918409489084,13.365305351517726,13.365255113402633,49.99996456603862
5.662806574700888e-7,1.210903554150793e-7,4.6647660574267346e-7,1.4539463220120402e-6,1.3623102219568015e-7,4.4315477323469075e-7,13.606169614156533,2.3560615726141267e-7,13.606164415494352,11.61298597545415,0.0013603270895008927,25.217779268513375,24.92896217000195,0.1467471160923622,49.99998370977311
