0.367879441,0.183939721,0.06131324,0.01532831,0.003065662,0.000510944,7.30E-05,9.12E-06,1.01E-06,1.01E-07,9.22E-09,7.68E-10,5.91E-11,4.22E-12,2.81E-13,1.76E-14,1.03E-15,5.75E-17,3.02E-18,1.51E-19,7.20E-21,3.27E-22,1.42E-23,5.93E-25,2.37E-26,9.12E-28,3.38E-29,1.21E-30,4.16E-32,1.39E-33,4.47E-35,1.40E-36,4.24E-38,1.25E-39,3.56E-41,9.89E-43,2.67E-44,7.03E-46,1.80E-47,4.51E-49,1.10E-50,2.62E-52,6.09E-54,1.38E-55,3.08E-57,6.69E-59,1.42E-60,2.96E-62,6.05E-64,1.21E-65,2.37E-67,4.56E-69,8.61E-71,1.59E-72,2.90E-74,5.17E-76,9.08E-78,1.57E-79,2.65E-81,4.42E-83,7.25E-85,1.17E-86,1.86E-88,2.90E-90,4.46E-92,6.76E-94,1.01E-95,1.48E-97,2.15E-99,3.07E-101,4.33E-103,6.01E-105,8.23E-107,1.11E-108,1.48E-110
0.270670566,0.270670566,0.180447044,0.090223522,0.036089409,0.012029803,0.003437087,0.000859272,0.000190949,3.82E-05,6.94E-06,1.16E-06,1.78E-07,2.54E-08,3.39E-09,4.24E-10,4.99E-11,5.54E-12,5.83E-13,5.83E-14,5.56E-15,5.05E-16,4.39E-17,3.66E-18,2.93E-19,2.25E-20,1.67E-21,1.19E-22,8.22E-24,5.48E-25,3.53E-26,2.21E-27,1.34E-28,7.88E-30,4.50E-31,2.50E-32,1.35E-33,7.11E-35,3.65E-36,1.82E-37,8.90E-39,4.24E-40,1.97E-41,8.96E-43,3.98E-44,1.73E-45,7.36E-47,3.07E-48,1.25E-49,5.01E-51,1.96E-52,7.56E-54,2.85E-55,1.06E-56,3.84E-58,1.37E-59,4.81E-61,1.66E-62,5.63E-64,1.88E-65,6.15E-67,1.98E-68,6.30E-70,1.97E-71,6.05E-73,1.83E-74,5.48E-76,1.61E-77,4.67E-79,1.33E-80,3.76E-82,1.04E-83,2.86E-85,7.73E-87,2.06E-88
0.149361205,0.224041808,0.224041808,0.168031356,0.100818813,0.050409407,0.021604031,0.008101512,0.002700504,0.000810151,0.00022095,5.52E-05,1.27E-05,2.73E-06,5.46E-07,1.02E-07,1.81E-08,3.01E-09,4.76E-10,7.14E-11,1.02E-11,1.39E-12,1.81E-13,2.27E-14,2.72E-15,3.14E-16,3.49E-17,3.74E-18,3.86E-19,3.86E-20,3.74E-21,3.51E-22,3.19E-23,2.81E-24,2.41E-25,2.01E-26,1.63E-27,1.29E-28,9.89E-30,7.42E-31,5.43E-32,3.88E-33,2.71E-34,1.84E-35,1.23E-36,8.02E-38,5.12E-39,3.20E-40,1.96E-41,1.18E-42,6.91E-44,3.99E-45,2.26E-46,1.25E-47,6.84E-49,3.66E-50,1.93E-51,9.98E-53,5.07E-54,2.54E-55,1.25E-56,6.04E-58,2.87E-59,1.35E-60,6.22E-62,2.83E-63,1.27E-64,5.58E-66,2.43E-67,1.04E-68,4.40E-70,1.83E-71,7.53E-73,3.05E-74,1.22E-75
0.073262556,0.146525111,0.195366815,0.195366815,0.156293452,0.104195635,0.059540363,0.029770181,0.013231192,0.005292477,0.001924537,0.000641512,0.000197388,5.64E-05,1.50E-05,3.76E-06,8.85E-07,1.97E-07,4.14E-08,8.28E-09,1.58E-09,2.87E-10,4.99E-11,8.31E-12,1.33E-12,2.05E-13,3.03E-14,4.33E-15,5.97E-16,7.96E-17,1.03E-17,1.28E-18,1.56E-19,1.83E-20,2.09E-21,2.33E-22,2.51E-23,2.65E-24,2.71E-25,2.71E-26,2.65E-27,2.52E-28,2.35E-29,2.13E-30,1.90E-31,1.65E-32,1.40E-33,1.17E-34,9.54E-36,7.63E-37,5.99E-38,4.61E-39,3.48E-40,2.57E-41,1.87E-42,1.34E-43,9.39E-45,6.47E-46,4.39E-47,2.93E-48,1.92E-49,1.24E-50,7.86E-52,4.91E-53,3.02E-54,1.83E-55,1.09E-56,6.43E-58,3.73E-59,2.13E-60,1.20E-61,6.67E-63,3.65E-64,1.98E-65,1.05E-66
0.033689735,0.084224337,0.140373896,0.17546737,0.17546737,0.146222808,0.104444863,0.065278039,0.036265577,0.018132789,0.008242177,0.00343424,0.001320862,0.000471736,0.000157245,4.91E-05,1.45E-05,4.01E-06,1.06E-06,2.64E-07,6.29E-08,1.43E-08,3.11E-09,6.47E-10,1.29E-10,2.49E-11,4.61E-12,8.23E-13,1.42E-13,2.37E-14,3.82E-15,5.96E-16,9.03E-17,1.33E-17,1.90E-18,2.64E-19,3.56E-20,4.69E-21,6.01E-22,7.51E-23,9.16E-24,1.09E-24,1.27E-25,1.44E-26,1.60E-27,1.74E-28,1.85E-29,1.93E-30,1.97E-31,1.97E-32,1.93E-33,1.85E-34,1.75E-35,1.62E-36,1.47E-37,1.32E-38,1.15E-39,9.95E-41,8.43E-42,7.02E-43,5.76E-44,4.64E-45,3.68E-46,2.88E-47,2.21E-48,1.68E-49,1.25E-50,9.21E-52,6.67E-53,4.76E-54,3.36E-55,2.33E-56,1.60E-57,1.08E-58,7.19E-60
0.014872513,0.044617539,0.089235078,0.133852618,0.160623141,0.160623141,0.137676978,0.103257734,0.068838489,0.041303093,0.02252896,0.01126448,0.005198991,0.002228139,0.000891256,0.000334221,0.00011796,3.93E-05,1.24E-05,3.73E-06,1.06E-06,2.90E-07,7.57E-08,1.89E-08,4.54E-09,1.05E-09,2.33E-10,4.99E-11,1.03E-11,2.07E-12,4.00E-13,7.50E-14,1.36E-14,2.41E-15,4.12E-16,6.87E-17,1.11E-17,1.76E-18,2.71E-19,4.06E-20,5.94E-21,8.49E-22,1.18E-22,1.62E-23,2.15E-24,2.81E-25,3.59E-26,4.48E-27,5.49E-28,6.59E-29,7.75E-30,8.94E-31,1.01E-31,1.12E-32,1.23E-33,1.31E-34,1.38E-35,1.43E-36,1.46E-37,1.46E-38,1.43E-39,1.39E-40,1.32E-41,1.24E-42,1.14E-43,1.04E-44,9.30E-46,8.20E-47,7.13E-48,6.12E-49,5.17E-50,4.31E-51,3.54E-52,2.87E-53,2.30E-54
0.006383174,0.022341108,0.052129252,0.091226192,0.127716668,0.14900278,0.14900278,0.130377432,0.10140467,0.070983269,0.045171171,0.02634985,0.014188381,0.00709419,0.003310622,0.001448397,0.000596399,0.000231933,8.54E-05,2.99E-05,9.97E-06,3.17E-06,9.65E-07,2.82E-07,7.88E-08,2.12E-08,5.50E-09,1.38E-09,3.32E-10,7.75E-11,1.75E-11,3.83E-12,8.12E-13,1.67E-13,3.34E-14,6.50E-15,1.23E-15,2.27E-16,4.07E-17,7.12E-18,1.21E-18,2.02E-19,3.30E-20,5.24E-21,8.16E-22,1.24E-22,1.85E-23,2.70E-24,3.85E-25,5.39E-26,7.40E-27,9.96E-28,1.32E-28,1.71E-29,2.17E-30,2.71E-31,3.33E-32,4.02E-33,4.77E-34,5.57E-35,6.39E-36,7.21E-37,8.01E-38,8.77E-39,9.44E-40,1.00E-40,1.05E-41,1.08E-42,1.09E-43,1.09E-44,1.08E-45,1.05E-46,1.00E-47,9.50E-49,8.87E-50
0.002683701,0.010734804,0.028626144,0.057252288,0.091603662,0.122138215,0.139586532,0.139586532,0.124076917,0.099261534,0.072190206,0.048126804,0.029616495,0.016923711,0.009025979,0.00451299,0.00212376,0.000943893,0.000397429,0.000158971,6.06E-05,2.20E-05,7.66E-06,2.55E-06,8.17E-07,2.51E-07,7.45E-08,2.13E-08,5.87E-09,1.57E-09,4.04E-10,1.01E-10,2.45E-11,5.76E-12,1.32E-12,2.93E-13,6.33E-14,1.33E-14,2.73E-15,5.47E-16,1.07E-16,2.03E-17,3.78E-18,6.87E-19,1.22E-19,2.12E-20,3.62E-21,6.03E-22,9.84E-23,1.57E-23,2.47E-24,3.80E-25,5.73E-26,8.50E-27,1.24E-27,1.77E-28,2.48E-29,3.42E-30,4.63E-31,6.18E-32,8.10E-33,1.05E-33,1.33E-34,1.66E-35,2.04E-36,2.48E-37,2.96E-38,3.48E-39,4.03E-40,4.61E-41,5.19E-42,5.77E-43,6.32E-44,6.84E-45,7.29E-46
0.001110688,0.004998097,0.014994291,0.033737155,0.060726879,0.091090319,0.117116124,0.13175564,0.13175564,0.118580076,0.097020062,0.072765047,0.050375802,0.032384444,0.019430666,0.01092975,0.005786338,0.002893169,0.001370449,0.000616702,0.000264301,0.000108123,4.23E-05,1.59E-05,5.71E-06,1.98E-06,6.59E-07,2.12E-07,6.57E-08,1.97E-08,5.73E-09,1.61E-09,4.39E-10,1.16E-10,2.99E-11,7.47E-12,1.82E-12,4.31E-13,9.94E-14,2.24E-14,4.91E-15,1.05E-15,2.20E-16,4.50E-17,9.00E-18,1.76E-18,3.37E-19,6.33E-20,1.16E-20,2.09E-21,3.69E-22,6.39E-23,1.08E-23,1.81E-24,2.96E-25,4.75E-26,7.51E-27,1.16E-27,1.78E-28,2.67E-29,3.93E-30,5.71E-31,8.15E-32,1.15E-32,1.59E-33,2.17E-34,2.91E-35,3.85E-36,5.02E-37,6.46E-38,8.18E-39,1.02E-39,1.26E-40,1.53E-41,1.84E-42
0.000453999,0.002269996,0.007566655,0.018916637,0.037833275,0.063055458,0.090079226,0.112599032,0.125110036,0.125110036,0.113736396,0.09478033,0.072907946,0.052077104,0.03471807,0.021698794,0.012763996,0.007091109,0.003732163,0.001866081,0.00088861,0.000403914,0.000175615,7.32E-05,2.93E-05,1.13E-05,4.17E-06,1.49E-06,5.13E-07,1.71E-07,5.52E-08,1.73E-08,5.23E-09,1.54E-09,4.39E-10,1.22E-10,3.30E-11,8.68E-12,2.23E-12,5.56E-13,1.36E-13,3.23E-14,7.51E-15,1.71E-15,3.80E-16,8.25E-17,1.76E-17,3.66E-18,7.46E-19,1.49E-19,2.93E-20,5.63E-21,1.06E-21,1.97E-22,3.58E-23,6.39E-24,1.12E-24,1.93E-25,3.27E-26,5.46E-27,8.94E-28,1.44E-28,2.29E-29,3.58E-30,5.50E-31,8.34E-32,1.24E-32,1.83E-33,2.65E-34,3.79E-35,5.34E-36,7.41E-37,1.02E-37,1.37E-38,1.83E-39
