GEN1,GEN2,GEN3,GEN4,GEN5,GEN6,GEN7,GEN8,GEN9,GEN10,GEN11,GEN12,GEN13,GEN14,GEN15,GEN16,GEN17,GEN18,GEN19,GEN20,GEN21,GEN22,GEN23,GEN24,GEN25,GEN26,GEN27,GEN28,GEN29,GEN30,GEN31,GEN32
1,1,1,1,1,1,1,1,1,1,1,0.21236,0.103490464,0.21236,0.103490464,0.21236,0.103490464,1,1,0.21236,0.103490464,1,0.21236,0.103490464,1,0.21236,0.103490464,0.21236,0.103490464,1,0.21236,0.21236
1,1,1,1,1,1,1,1,1,1,1,0.23685,0.108744153,0.23685,0.108744153,0.23685,0.108744153,1,1,0.23685,0.108744153,1,0.23685,0.108744153,1,0.23685,0.108744153,0.23685,0.108744153,1,0.23685,0.23685
1,1,1,1,1,1,1,1,1,1,1,0.162734,0.117380353,0.162734,0.117380353,0.162734,0.117380353,1,1,0.162734,0.117380353,1,0.162734,0.117380353,1,0.162734,0.117380353,0.162734,0.117380353,1,0.162734,0.162734
1,1,1,1,1,1,1,1,1,1,1,0.0750021,0.136811803,0.0750021,0.136811803,0.0750021,0.136811803,1,1,0.0750021,0.136811803,1,0.0750021,0.136811803,1,0.0750021,0.136811803,0.0750021,0.136811803,1,0.0750021,0.0750021
1,1,1,1,1,1,1,1,1,1,1,0.0389702,0.124577186,0.0389702,0.124577186,0.0389702,0.124577186,1,1,0.0389702,0.124577186,1,0.0389702,0.124577186,1,0.0389702,0.124577186,0.0389702,0.124577186,1,0.0389702,0.0389702
1,1,1,1,1,1,1,1,1,1,1,0,0.129974811,0,0.129974811,0,0.129974811,1,1,0,0.129974811,1,0,0.129974811,1,0,0.129974811,0,0.129974811,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.151421375,0,0.151421375,0,0.151421375,1,1,0,0.151421375,1,0,0.151421375,1,0,0.151421375,0,0.151421375,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.18186398,0,0.18186398,0,0.18186398,1,1,0,0.18186398,1,0,0.18186398,1,0,0.18186398,0,0.18186398,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.203094638,0,0.203094638,0,0.203094638,1,1,0,0.203094638,1,0,0.203094638,1,0,0.203094638,0,0.203094638,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.207196833,0,0.207196833,0,0.207196833,1,1,0,0.207196833,1,0,0.207196833,1,0,0.207196833,0,0.207196833,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.255631522,0,0.255631522,0,0.255631522,1,1,0,0.255631522,1,0,0.255631522,1,0,0.255631522,0,0.255631522,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.306513134,0,0.306513134,0,0.306513134,1,1,0,0.306513134,1,0,0.306513134,1,0,0.306513134,0,0.306513134,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.322777978,0,0.322777978,0,0.322777978,1,1,0,0.322777978,1,0,0.322777978,1,0,0.322777978,0,0.322777978,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.354516013,0,0.354516013,0,0.354516013,1,1,0,0.354516013,1,0,0.354516013,1,0,0.354516013,0,0.354516013,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.347463116,0,0.347463116,0,0.347463116,1,1,0,0.347463116,1,0,0.347463116,1,0,0.347463116,0,0.347463116,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.324001439,0,0.324001439,0,0.324001439,1,1,0,0.324001439,1,0,0.324001439,1,0,0.324001439,0,0.324001439,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.295358042,0,0.295358042,0,0.295358042,1,1,0,0.295358042,1,0,0.295358042,1,0,0.295358042,0,0.295358042,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.297948902,0,0.297948902,0,0.297948902,1,1,0,0.297948902,1,0,0.297948902,1,0,0.297948902,0,0.297948902,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0.0197038,0.290032386,0.0197038,0.290032386,0.0197038,0.290032386,1,1,0.0197038,0.290032386,1,0.0197038,0.290032386,1,0.0197038,0.290032386,0.0197038,0.290032386,1,0.0197038,0.0197038
1,1,1,1,1,1,1,1,1,1,1,0.0547517,0.262180641,0.0547517,0.262180641,0.0547517,0.262180641,1,1,0.0547517,0.262180641,1,0.0547517,0.262180641,1,0.0547517,0.262180641,0.0547517,0.262180641,1,0.0547517,0.0547517
1,1,1,1,1,1,1,1,1,1,1,0.16596,0.270313062,0.16596,0.270313062,0.16596,0.270313062,1,1,0.16596,0.270313062,1,0.16596,0.270313062,1,0.16596,0.270313062,0.16596,0.270313062,1,0.16596,0.16596
1,1,1,1,1,1,1,1,1,1,1,0.346553,0.282835552,0.346553,0.282835552,0.346553,0.282835552,1,1,0.346553,0.282835552,1,0.346553,0.282835552,1,0.346553,0.282835552,0.346553,0.282835552,1,0.346553,0.346553
1,1,1,1,1,1,1,1,1,1,1,0.281741,0.281756027,0.281741,0.281756027,0.281741,0.281756027,1,1,0.281741,0.281756027,1,0.281741,0.281756027,1,0.281741,0.281756027,0.281741,0.281756027,1,0.281741,0.281741
1,1,1,1,1,1,1,1,1,1,1,0.327272,0.276862181,0.327272,0.276862181,0.327272,0.276862181,1,1,0.327272,0.276862181,1,0.327272,0.276862181,1,0.327272,0.276862181,0.327272,0.276862181,1,0.327272,0.327272
1,1,1,1,1,1,1,1,1,1,1,0.217109,0.270888809,0.217109,0.270888809,0.217109,0.270888809,1,1,0.217109,0.270888809,1,0.217109,0.270888809,1,0.217109,0.270888809,0.217109,0.270888809,1,0.217109,0.217109
1,1,1,1,1,1,1,1,1,1,1,0.177264,0.272831954,0.177264,0.272831954,0.177264,0.272831954,1,1,0.177264,0.272831954,1,0.177264,0.272831954,1,0.177264,0.272831954,0.177264,0.272831954,1,0.177264,0.177264
1,1,1,1,1,1,1,1,1,1,1,0.145312,0.265203311,0.145312,0.265203311,0.145312,0.265203311,1,1,0.145312,0.265203311,1,0.145312,0.265203311,1,0.145312,0.265203311,0.145312,0.265203311,1,0.145312,0.145312
1,1,1,1,1,1,1,1,1,1,1,0.120725,0.272256207,0.120725,0.272256207,0.120725,0.272256207,1,1,0.120725,0.272256207,1,0.120725,0.272256207,1,0.120725,0.272256207,0.120725,0.272256207,1,0.120725,0.120725
1,1,1,1,1,1,1,1,1,1,1,0.0445954,0.267074487,0.0445954,0.267074487,0.0445954,0.267074487,1,1,0.0445954,0.267074487,1,0.0445954,0.267074487,1,0.0445954,0.267074487,0.0445954,0.267074487,1,0.0445954,0.0445954
1,1,1,1,1,1,1,1,1,1,1,0,0.24188557,0,0.24188557,0,0.24188557,1,1,0,0.24188557,1,0,0.24188557,1,0,0.24188557,0,0.24188557,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.225980569,0,0.225980569,0,0.225980569,1,1,0,0.225980569,1,0,0.225980569,1,0,0.225980569,0,0.225980569,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.222166247,0,0.222166247,0,0.222166247,1,1,0,0.222166247,1,0,0.222166247,1,0,0.222166247,0,0.222166247,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.233465275,0,0.233465275,0,0.233465275,1,1,0,0.233465275,1,0,0.233465275,1,0,0.233465275,0,0.233465275,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.239006837,0,0.239006837,0,0.239006837,1,1,0,0.239006837,1,0,0.239006837,1,0,0.239006837,0,0.239006837,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.232457719,0,0.232457719,0,0.232457719,1,1,0,0.232457719,1,0,0.232457719,1,0,0.232457719,0,0.232457719,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.204030227,0,0.204030227,0,0.204030227,1,1,0,0.204030227,1,0,0.204030227,1,0,0.204030227,0,0.204030227,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.184382872,0,0.184382872,0,0.184382872,1,1,0,0.184382872,1,0,0.184382872,1,0,0.184382872,0,0.184382872,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.151349406,0,0.151349406,0,0.151349406,1,1,0,0.151349406,1,0,0.151349406,1,0,0.151349406,0,0.151349406,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.151277438,0,0.151277438,0,0.151277438,1,1,0,0.151277438,1,0,0.151277438,1,0,0.151277438,0,0.151277438,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.154875855,0,0.154875855,0,0.154875855,1,1,0,0.154875855,1,0,0.154875855,1,0,0.154875855,0,0.154875855,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.152428931,0,0.152428931,0,0.152428931,1,1,0,0.152428931,1,0,0.152428931,1,0,0.152428931,0,0.152428931,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.145951781,0,0.145951781,0,0.145951781,1,1,0,0.145951781,1,0,0.145951781,1,0,0.145951781,0,0.145951781,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0.019632,0.15465995,0.019632,0.15465995,0.019632,0.15465995,1,1,0.019632,0.15465995,1,0.019632,0.15465995,1,0.019632,0.15465995,0.019632,0.15465995,1,0.019632,0.019632
1,1,1,1,1,1,1,1,1,1,1,0.102597,0.173011875,0.102597,0.173011875,0.102597,0.173011875,1,1,0.102597,0.173011875,1,0.102597,0.173011875,1,0.102597,0.173011875,0.102597,0.173011875,1,0.102597,0.102597
1,1,1,1,1,1,1,1,1,1,1,0.169758,0.172508096,0.169758,0.172508096,0.169758,0.172508096,1,1,0.169758,0.172508096,1,0.169758,0.172508096,1,0.169758,0.172508096,0.169758,0.172508096,1,0.169758,0.169758
1,1,1,1,1,1,1,1,1,1,1,0.21543,0.189852465,0.21543,0.189852465,0.21543,0.189852465,1,1,0.21543,0.189852465,1,0.21543,0.189852465,1,0.21543,0.189852465,0.21543,0.189852465,1,0.21543,0.21543
1,1,1,1,1,1,1,1,1,1,1,0.278803,0.219791292,0.278803,0.219791292,0.278803,0.219791292,1,1,0.278803,0.219791292,1,0.278803,0.219791292,1,0.278803,0.219791292,0.278803,0.219791292,1,0.278803,0.278803
1,1,1,1,1,1,1,1,1,1,1,0.284883,0.267362361,0.284883,0.267362361,0.284883,0.267362361,1,1,0.284883,0.267362361,1,0.284883,0.267362361,1,0.284883,0.267362361,0.284883,0.267362361,1,0.284883,0.284883
1,1,1,1,1,1,1,1,1,1,1,0.284659,0.296725441,0.284659,0.296725441,0.284659,0.296725441,1,1,0.284659,0.296725441,1,0.284659,0.296725441,1,0.284659,0.296725441,0.284659,0.296725441,1,0.284659,0.284659
1,1,1,1,1,1,1,1,1,1,1,0.24419,0.303418496,0.24419,0.303418496,0.24419,0.303418496,1,1,0.24419,0.303418496,1,0.24419,0.303418496,1,0.24419,0.303418496,0.24419,0.303418496,1,0.24419,0.24419
1,1,1,1,1,1,1,1,1,1,1,0.184465,0.310687298,0.184465,0.310687298,0.184465,0.310687298,1,1,0.184465,0.310687298,1,0.184465,0.310687298,1,0.184465,0.310687298,0.184465,0.310687298,1,0.184465,0.184465
1,1,1,1,1,1,1,1,1,1,1,0.314179,0.316516733,0.314179,0.316516733,0.314179,0.316516733,1,1,0.314179,0.316516733,1,0.314179,0.316516733,1,0.314179,0.316516733,0.314179,0.316516733,1,0.314179,0.314179
1,1,1,1,1,1,1,1,1,1,1,0.107015,0.329758906,0.107015,0.329758906,0.107015,0.329758906,1,1,0.107015,0.329758906,1,0.107015,0.329758906,1,0.107015,0.329758906,0.107015,0.329758906,1,0.107015,0.107015
1,1,1,1,1,1,1,1,1,1,1,0,0.326160489,0,0.326160489,0,0.326160489,1,1,0,0.326160489,1,0,0.326160489,1,0,0.326160489,0,0.326160489,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.312270601,0,0.312270601,0,0.312270601,1,1,0,0.312270601,1,0,0.312270601,1,0,0.312270601,0,0.312270601,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.283195394,0,0.283195394,0,0.283195394,1,1,0,0.283195394,1,0,0.283195394,1,0,0.283195394,0,0.283195394,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.255487585,0,0.255487585,0,0.255487585,1,1,0,0.255487585,1,0,0.255487585,1,0,0.255487585,0,0.255487585,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.241741634,0,0.241741634,0,0.241741634,1,1,0,0.241741634,1,0,0.241741634,1,0,0.241741634,0,0.241741634,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.261964736,0,0.261964736,0,0.261964736,1,1,0,0.261964736,1,0,0.261964736,1,0,0.261964736,0,0.261964736,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.266210867,0,0.266210867,0,0.266210867,1,1,0,0.266210867,1,0,0.266210867,1,0,0.266210867,0,0.266210867,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.21813602,0,0.21813602,0,0.21813602,1,1,0,0.21813602,1,0,0.21813602,1,0,0.21813602,0,0.21813602,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.23843109,0,0.23843109,0,0.23843109,1,1,0,0.23843109,1,0,0.23843109,1,0,0.23843109,0,0.23843109,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.244404462,0,0.244404462,0,0.244404462,1,1,0,0.244404462,1,0,0.244404462,1,0,0.244404462,0,0.244404462,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.253184599,0,0.253184599,0,0.253184599,1,1,0,0.253184599,1,0,0.253184599,1,0,0.253184599,0,0.253184599,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.247715005,0,0.247715005,0,0.247715005,1,1,0,0.247715005,1,0,0.247715005,1,0,0.247715005,0,0.247715005,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.265059374,0,0.265059374,0,0.265059374,1,1,0,0.265059374,1,0,0.265059374,1,0,0.265059374,0,0.265059374,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0.0243817,0.266210867,0.0243817,0.266210867,0.0243817,0.266210867,1,1,0.0243817,0.266210867,1,0.0243817,0.266210867,1,0.0243817,0.266210867,0.0243817,0.266210867,1,0.0243817,0.0243817
1,1,1,1,1,1,1,1,1,1,1,0.0869017,0.259733717,0.0869017,0.259733717,0.0869017,0.259733717,1,1,0.0869017,0.259733717,1,0.0869017,0.259733717,1,0.0869017,0.259733717,0.0869017,0.259733717,1,0.0869017,0.0869017
1,1,1,1,1,1,1,1,1,1,1,0.422797,0.245483987,0.422797,0.245483987,0.422797,0.245483987,1,1,0.422797,0.245483987,1,0.422797,0.245483987,1,0.422797,0.245483987,0.422797,0.245483987,1,0.422797,0.422797
1,1,1,1,1,1,1,1,1,1,1,0.638799,0.249586182,0.638799,0.249586182,0.638799,0.249586182,1,1,0.638799,0.249586182,1,0.638799,0.249586182,1,0.638799,0.249586182,0.638799,0.249586182,1,0.638799,0.638799
1,1,1,1,1,1,1,1,1,1,1,0.678107,0.237279597,0.678107,0.237279597,0.678107,0.237279597,1,1,0.678107,0.237279597,1,0.678107,0.237279597,1,0.678107,0.237279597,0.678107,0.237279597,1,0.678107,0.678107
1,1,1,1,1,1,1,1,1,1,1,0.677171,0.222526089,0.677171,0.222526089,0.677171,0.222526089,1,1,0.677171,0.222526089,1,0.677171,0.222526089,1,0.677171,0.222526089,0.677171,0.222526089,1,0.677171,0.677171
1,1,1,1,1,1,1,1,1,1,1,0.619284,0.206621087,0.619284,0.206621087,0.619284,0.206621087,1,1,0.619284,0.206621087,1,0.619284,0.206621087,1,0.619284,0.206621087,0.619284,0.206621087,1,0.619284,0.619284
1,1,1,1,1,1,1,1,1,1,1,0.572752,0.215401223,0.572752,0.215401223,0.572752,0.215401223,1,1,0.572752,0.215401223,1,0.572752,0.215401223,1,0.572752,0.215401223,0.572752,0.215401223,1,0.572752,0.572752
1,1,1,1,1,1,1,1,1,1,1,0.446974,0.216192875,0.446974,0.216192875,0.446974,0.216192875,1,1,0.446974,0.216192875,1,0.446974,0.216192875,1,0.446974,0.216192875,0.446974,0.216192875,1,0.446974,0.446974
1,1,1,1,1,1,1,1,1,1,1,0.246216,0.218927672,0.246216,0.218927672,0.246216,0.218927672,1,1,0.246216,0.218927672,1,0.246216,0.218927672,1,0.246216,0.218927672,0.246216,0.218927672,1,0.246216,0.246216
1,1,1,1,1,1,1,1,1,1,1,0.0913096,0.207988485,0.0913096,0.207988485,0.0913096,0.207988485,1,1,0.0913096,0.207988485,1,0.0913096,0.207988485,1,0.0913096,0.207988485,0.0913096,0.207988485,1,0.0913096,0.0913096
1,1,1,1,1,1,1,1,1,1,1,0,0.204893847,0,0.204893847,0,0.204893847,1,1,0,0.204893847,1,0,0.204893847,1,0,0.204893847,0,0.204893847,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.189708528,0,0.189708528,0,0.189708528,1,1,0,0.189708528,1,0,0.189708528,1,0,0.189708528,0,0.189708528,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.15897805,0,0.15897805,0,0.15897805,1,1,0,0.15897805,1,0,0.15897805,1,0,0.15897805,0,0.15897805,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.112198633,0,0.112198633,0,0.112198633,1,1,0,0.112198633,1,0,0.112198633,1,0,0.112198633,0,0.112198633,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.084346887,0,0.084346887,0,0.084346887,1,1,0,0.084346887,1,0,0.084346887,1,0,0.084346887,0,0.084346887,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.070960777,0,0.070960777,0,0.070960777,1,1,0,0.070960777,1,0,0.070960777,1,0,0.070960777,0,0.070960777,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.069449442,0,0.069449442,0,0.069449442,1,1,0,0.069449442,1,0,0.069449442,1,0,0.069449442,0,0.069449442,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.078517452,0,0.078517452,0,0.078517452,1,1,0,0.078517452,1,0,0.078517452,1,0,0.078517452,0,0.078517452,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.091039942,0,0.091039942,0,0.091039942,1,1,0,0.091039942,1,0,0.091039942,1,0,0.091039942,0,0.091039942,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.052608852,0,0.052608852,0,0.052608852,1,1,0,0.052608852,1,0,0.052608852,1,0,0.052608852,0,0.052608852,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.107448723,0,0.107448723,0,0.107448723,1,1,0,0.107448723,1,0,0.107448723,1,0,0.107448723,0,0.107448723,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.133069449,0,0.133069449,0,0.133069449,1,1,0,0.133069449,1,0,0.133069449,1,0,0.133069449,0,0.133069449,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.142353365,0,0.142353365,0,0.142353365,1,1,0,0.142353365,1,0,0.142353365,1,0,0.142353365,0,0.142353365,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0.0179391,0.149262325,0.0179391,0.149262325,0.0179391,0.149262325,1,1,0.0179391,0.149262325,1,0.0179391,0.149262325,1,0.0179391,0.149262325,0.0179391,0.149262325,1,0.0179391,0.0179391
1,1,1,1,1,1,1,1,1,1,1,0.113263,0.15465995,0.113263,0.15465995,0.113263,0.15465995,1,1,0.113263,0.15465995,1,0.113263,0.15465995,1,0.113263,0.15465995,0.113263,0.15465995,1,0.113263,0.113263
1,1,1,1,1,1,1,1,1,1,1,0.12422,0.154731918,0.12422,0.154731918,0.12422,0.154731918,1,1,0.12422,0.154731918,1,0.12422,0.154731918,1,0.12422,0.154731918,0.12422,0.154731918,1,0.12422,0.12422
1,1,1,1,1,1,1,1,1,1,1,0.29683,0.162288593,0.29683,0.162288593,0.29683,0.162288593,1,1,0.29683,0.162288593,1,0.29683,0.162288593,1,0.29683,0.162288593,0.29683,0.162288593,1,0.29683,0.29683
1,1,1,1,1,1,1,1,1,1,1,0.213924,0.175098956,0.213924,0.175098956,0.213924,0.175098956,1,1,0.213924,0.175098956,1,0.213924,0.175098956,1,0.213924,0.175098956,0.213924,0.175098956,1,0.213924,0.213924
1,1,1,1,1,1,1,1,1,1,1,0.140139,0.174667146,0.140139,0.174667146,0.140139,0.174667146,1,1,0.140139,0.174667146,1,0.140139,0.174667146,1,0.140139,0.174667146,0.140139,0.174667146,1,0.140139,0.140139
1,1,1,1,1,1,1,1,1,1,1,0.266362,0.177905721,0.266362,0.177905721,0.266362,0.177905721,1,1,0.266362,0.177905721,1,0.266362,0.177905721,1,0.266362,0.177905721,0.266362,0.177905721,1,0.266362,0.266362
1,1,1,1,1,1,1,1,1,1,1,0.414653,0.177761785,0.414653,0.177761785,0.414653,0.177761785,1,1,0.414653,0.177761785,1,0.414653,0.177761785,1,0.414653,0.177761785,0.414653,0.177761785,1,0.414653,0.414653
1,1,1,1,1,1,1,1,1,1,1,0.222878,0.176754228,0.222878,0.176754228,0.222878,0.176754228,1,1,0.222878,0.176754228,1,0.222878,0.176754228,1,0.222878,0.176754228,0.222878,0.176754228,1,0.222878,0.222878
1,1,1,1,1,1,1,1,1,1,1,0.0955655,0.172580065,0.0955655,0.172580065,0.0955655,0.172580065,1,1,0.0955655,0.172580065,1,0.0955655,0.172580065,1,0.0955655,0.172580065,0.0955655,0.172580065,1,0.0955655,0.0955655
1,1,1,1,1,1,1,1,1,1,1,0.0292601,0.177401943,0.0292601,0.177401943,0.0292601,0.177401943,1,1,0.0292601,0.177401943,1,0.0292601,0.177401943,1,0.0292601,0.177401943,0.0292601,0.177401943,1,0.0292601,0.0292601
1,1,1,1,1,1,1,1,1,1,1,0,0.18661389,0,0.18661389,0,0.18661389,1,1,0,0.18661389,1,0,0.18661389,1,0,0.18661389,0,0.18661389,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.21079525,0,0.21079525,0,0.21079525,1,1,0,0.21079525,1,0,0.21079525,1,0,0.21079525,0,0.21079525,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.223101835,0,0.223101835,0,0.223101835,1,1,0,0.223101835,1,0,0.223101835,1,0,0.223101835,0,0.223101835,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.224397265,0,0.224397265,0,0.224397265,1,1,0,0.224397265,1,0,0.224397265,1,0,0.224397265,0,0.224397265,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.205757467,0,0.205757467,0,0.205757467,1,1,0,0.205757467,1,0,0.205757467,1,0,0.205757467,0,0.205757467,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.170780856,0,0.170780856,0,0.170780856,1,1,0,0.170780856,1,0,0.170780856,1,0,0.170780856,0,0.170780856,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.145088161,0,0.145088161,0,0.145088161,1,1,0,0.145088161,1,0,0.145088161,1,0,0.145088161,0,0.145088161,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.123209788,0,0.123209788,0,0.123209788,1,1,0,0.123209788,1,0,0.123209788,1,0,0.123209788,0,0.123209788,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.106153293,0,0.106153293,0,0.106153293,1,1,0,0.106153293,1,0,0.106153293,1,0,0.106153293,0,0.106153293,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.094926232,0,0.094926232,0,0.094926232,1,1,0,0.094926232,1,0,0.094926232,1,0,0.094926232,0,0.094926232,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.102123066,0,0.102123066,0,0.102123066,1,1,0,0.102123066,1,0,0.102123066,1,0,0.102123066,0,0.102123066,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.104785894,0,0.104785894,0,0.104785894,1,1,0,0.104785894,1,0,0.104785894,1,0,0.104785894,0,0.104785894,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.116156891,0,0.116156891,0,0.116156891,1,1,0,0.116156891,1,0,0.116156891,1,0,0.116156891,0,0.116156891,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0.0402552,0.118100036,0.0402552,0.118100036,0.0402552,0.118100036,1,1,0.0402552,0.118100036,1,0.0402552,0.118100036,1,0.0402552,0.118100036,0.0402552,0.118100036,1,0.0402552,0.0402552
1,1,1,1,1,1,1,1,1,1,1,0.111529,0.098452681,0.111529,0.098452681,0.111529,0.098452681,1,1,0.111529,0.098452681,1,0.111529,0.098452681,1,0.111529,0.098452681,0.111529,0.098452681,1,0.111529,0.111529
1,1,1,1,1,1,1,1,1,1,1,0.228462,0.089240734,0.228462,0.089240734,0.228462,0.089240734,1,1,0.228462,0.089240734,1,0.228462,0.089240734,1,0.228462,0.089240734,0.228462,0.089240734,1,0.228462,0.228462
1,1,1,1,1,1,1,1,1,1,1,0.209492,0.079740914,0.209492,0.079740914,0.209492,0.079740914,1,1,0.209492,0.079740914,1,0.209492,0.079740914,1,0.209492,0.079740914,0.209492,0.079740914,1,0.209492,0.209492
1,1,1,1,1,1,1,1,1,1,1,0.458323,0.071032746,0.458323,0.071032746,0.458323,0.071032746,1,1,0.458323,0.071032746,1,0.458323,0.071032746,1,0.458323,0.071032746,0.458323,0.071032746,1,0.458323,0.458323
1,1,1,1,1,1,1,1,1,1,1,0.170901,0.071536524,0.170901,0.071536524,0.170901,0.071536524,1,1,0.170901,0.071536524,1,0.170901,0.071536524,1,0.170901,0.071536524,0.170901,0.071536524,1,0.170901,0.170901
1,1,1,1,1,1,1,1,1,1,1,0.119819,0.078661389,0.119819,0.078661389,0.119819,0.078661389,1,1,0.119819,0.078661389,1,0.119819,0.078661389,1,0.119819,0.078661389,0.119819,0.078661389,1,0.119819,0.119819
1,1,1,1,1,1,1,1,1,1,1,0.173562,0.125512774,0.173562,0.125512774,0.173562,0.125512774,1,1,0.173562,0.125512774,1,0.173562,0.125512774,1,0.173562,0.125512774,0.173562,0.125512774,1,0.173562,0.173562
1,1,1,1,1,1,1,1,1,1,1,0.175038,0.185246492,0.175038,0.185246492,0.175038,0.185246492,1,1,0.175038,0.185246492,1,0.175038,0.185246492,1,0.175038,0.185246492,0.175038,0.185246492,1,0.175038,0.175038
1,1,1,1,1,1,1,1,1,1,1,0.100652,0.220582944,0.100652,0.220582944,0.100652,0.220582944,1,1,0.100652,0.220582944,1,0.100652,0.220582944,1,0.100652,0.220582944,0.100652,0.220582944,1,0.100652,0.100652
1,1,1,1,1,1,1,1,1,1,1,0.0512318,0.249874055,0.0512318,0.249874055,0.0512318,0.249874055,1,1,0.0512318,0.249874055,1,0.0512318,0.249874055,1,0.0512318,0.249874055,0.0512318,0.249874055,1,0.0512318,0.0512318
1,1,1,1,1,1,1,1,1,1,1,0,0.253688377,0,0.253688377,0,0.253688377,1,1,0,0.253688377,1,0,0.253688377,1,0,0.253688377,0,0.253688377,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.265563152,0,0.265563152,0,0.265563152,1,1,0,0.265563152,1,0,0.265563152,1,0,0.265563152,0,0.265563152,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.23281756,0,0.23281756,0,0.23281756,1,1,0,0.23281756,1,0,0.23281756,1,0,0.23281756,0,0.23281756,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.234400864,0,0.234400864,0,0.234400864,1,1,0,0.234400864,1,0,0.234400864,1,0,0.234400864,0,0.234400864,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.248002879,0,0.248002879,0,0.248002879,1,1,0,0.248002879,1,0,0.248002879,1,0,0.248002879,0,0.248002879,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0.238934869,0,0.238934869,0,0.238934869,1,1,0,0.238934869,1,0,0.238934869,1,0,0.238934869,0,0.238934869,1,0,0
