1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
114.9445967,50,50,86.20844755,80.46121771,149.4279758,75,195.4058144,201.1530443,229.8891935,0,0,200,222.9925177,364.3743717,126.4390564,0,50,218.3947338,50,0,0,0,0
112.7165992,50,50,84.5374494,78.90161944,146.531579,75,191.6182186,197.2540486,225.4331984,0,0,200,218.6702025,357.3116195,123.9882591,0,50,214.1615385,50,0,0,0,0
111.1567856,50,50,83.36758919,77.80974991,144.5038213,75,188.9665355,194.5243748,222.3135712,0,0,200,215.644164,352.3670103,122.2724642,0,50,211.1978926,50,0,0,0,0
109.8805757,50,50,82.41043175,76.91640297,142.8447484,75,186.7969786,192.2910074,219.7611513,0,0,200,213.1683168,348.3214249,120.8686332,0,50,208.7730938,50,0,0,0,0
108.9078179,50,50,81.68086339,76.2354725,141.5801632,75,185.1432903,190.5886812,217.8156357,0,0,200,211.2811666,345.2377826,119.7985996,0,50,206.9248539,50,0,0,0,0
109.253335,50,50,81.94000126,76.47733451,142.0293355,75,185.7306695,191.1933363,218.50667,0,0,200,211.9514699,346.333072,120.1786685,0,50,207.5813365,50,0,0,0,0
114.8094791,50,50,86.1071093,80.36663535,149.2523228,75,195.1761144,200.9165884,229.6189581,0,0,200,222.7303894,363.9460486,126.290427,0,50,218.1380102,50,0,0,0,0
120.5582696,50,50,90.41870219,84.39078871,156.7257505,75,204.9490583,210.9769718,241.1165392,0,0,200,233.883043,382.1697146,132.6140965,0,50,229.0607122,50,0,0,0,0
120.0442101,50,50,90.03315759,84.03094709,156.0574732,75,204.0751572,210.0773677,240.0884202,0,0,200,232.8857676,380.5401461,132.0486311,0,50,228.0839992,50,0,0,0,0
117.4251808,50,50,88.06888562,82.19762658,152.6527351,75,199.6228074,205.4940665,234.8503617,0,0,200,227.8048508,372.2378232,129.1676989,0,50,223.1078436,50,0,0,0,0
113.7836041,50,50,85.33770304,79.64852284,147.9186853,75,193.4321269,199.1213071,227.5672081,0,0,200,220.7401919,360.6940248,125.1619645,0,50,216.1888477,50,0,0,0,0
108.0809765,50,50,81.06073235,75.65668353,140.5052694,75,183.73766,189.1417088,216.1619529,0,0,200,209.6770944,342.6166954,118.8890741,0,50,205.3538553,50,0,0,0,0
100.7754604,50,50,75.5815953,70.54282228,131.0080985,75,171.3182827,176.3570557,201.5509208,0,0,200,195.5043932,319.4582095,110.8530064,0,50,191.4733748,50,0,0,0,0
94.37994253,50,50,70.7849569,66.06595977,122.6939253,75,160.4459023,165.1648994,188.7598851,0,0,200,183.0970885,299.1844178,103.8179368,0,50,179.3218908,50,0,0,0,0
90.0506298,50,50,67.53797235,63.03544086,117.0658187,75,153.0860707,157.5886021,180.1012596,0,0,200,174.6982218,285.4604965,99.05569277,0,50,171.0961966,50,0,0,0,0
88.25494676,50,50,66.19121007,61.77846273,114.7314308,75,150.0334095,154.4461568,176.5098935,0,0,200,171.2145967,279.7681812,97.08044143,0,50,167.6843988,50,0,0,0,0
88.00959782,50,50,66.00719836,61.60671847,114.4124772,75,149.6163163,154.0167962,176.0191956,0,0,200,170.7386198,278.9904251,96.8105576,0,50,167.2182358,50,0,0,0,0
88.84106094,50,50,66.6307957,62.18874266,115.4933792,75,151.0298036,155.4718566,177.6821219,0,0,200,172.3516582,281.6261632,97.72516703,0,50,168.7980158,50,0,0,0,0
92.89921221,50,50,69.67440916,65.02944855,120.7689759,75,157.9286608,162.5736214,185.7984244,0,0,200,180.2244717,294.4905027,102.1891334,0,50,176.5085032,50,0,0,0,0
101.9635527,50,50,76.47266451,71.37448687,132.5526185,75,173.3380395,178.4362172,203.9271053,0,0,200,197.8092922,323.224462,112.1599079,0,50,193.7307501,50,0,0,0,0
113.7628613,50,50,85.32214598,79.63400292,147.8917197,75,193.3968642,199.0850073,227.5257226,0,0,200,220.6999509,360.6282704,125.1391474,0,50,216.1494365,50,0,0,0,0
120.636865,50,50,90.47764877,84.44580551,156.8279245,75,205.0826705,211.1145138,241.27373,0,0,200,234.0355181,382.4188621,132.7005515,0,50,229.2100435,50,0,0,0,0
119.2867625,50,50,89.46507186,83.50073374,155.0727912,75,202.7874962,208.7518343,238.573525,0,0,200,231.4163192,378.1390371,131.2154387,0,50,226.6448487,50,0,0,0,0
117.1317,50,50,87.84877501,81.99219001,152.27121,75,199.12389,204.980475,234.2634,0,0,200,227.235498,371.3074891,128.84487,0,50,222.55023,50,0,0,0,0
115.5345922,50,50,86.65094415,80.87421454,150.1949699,75,196.4088067,202.1855363,231.0691844,0,0,200,224.1371089,366.2446573,127.0880514,0,50,219.5157252,50,0,0,0,0
114.3597321,50,50,85.7697991,80.05181249,148.6676518,75,194.4115446,200.1295312,228.7194643,0,0,200,221.8578803,362.5203509,125.7957053,0,50,217.2834911,50,0,0,0,0
113.2968869,50,50,84.97266518,79.30782083,147.285953,75,192.6047077,198.2695521,226.5937738,0,0,200,219.7959606,359.1511315,124.6265756,0,50,215.2640851,50,0,0,0,0
112.3766778,50,50,84.28250834,78.66367445,146.0896811,75,191.0403522,196.6591861,224.7533556,0,0,200,218.0107549,356.2340686,123.6143456,0,50,213.5156878,50,0,0,0,0
111.2841671,50,50,83.46312532,77.89891697,144.6694172,75,189.1830841,194.7472924,222.5683342,0,0,200,215.8912842,352.7708097,122.4125838,0,50,211.4399175,50,0,0,0,0
112.4788089,50,50,84.3591067,78.73516626,146.2224516,75,191.2139752,196.8379156,224.9576179,0,0,200,218.2088893,356.5578243,123.7266898,0,50,213.709737,50,0,0,0,0
117.4886487,50,50,88.11648654,82.24205411,152.7352433,75,199.7307028,205.6051353,234.9772975,0,0,200,227.9279785,372.4390165,129.2375136,0,50,223.2284326,50,0,0,0,0
122.7102242,50,50,92.03266816,85.89715695,159.5232915,75,208.6073812,214.7428924,245.4204484,0,0,200,238.057835,388.9914108,134.9812466,0,50,233.149426,50,0,0,0,0
121.8229791,50,50,91.36723431,85.27608536,158.3698728,75,207.0990644,213.1902134,243.6459582,0,0,200,236.3365794,386.1788437,134.005277,0,50,231.4636603,50,0,0,0,0
118.7618845,50,50,89.07141337,83.13331915,154.3904498,75,201.8952036,207.8332979,237.523769,0,0,200,230.3980559,376.4751738,130.6380729,0,50,225.6475805,50,0,0,0,0
114.9189822,50,50,86.18923665,80.44328754,149.3946769,75,195.3622697,201.1082189,229.8379644,0,0,200,222.9428255,364.2931736,126.4108804,0,50,218.3460662,50,0,0,0,0
108.0577799,50,50,81.04333492,75.64044593,140.4751139,75,183.6982258,189.1011148,216.1155598,0,0,200,209.632093,342.5431623,118.8635579,0,50,205.3097818,50,0,0,0,0
100.0754322,50,50,75.05657411,70.0528025,130.0980618,75,170.1282347,175.1320063,200.1508643,0,0,200,194.1463384,317.2391199,110.0829754,0,50,190.1433211,50,0,0,0,0
92.86032621,50,50,69.64524465,65.00222834,120.7184241,75,157.8625546,162.5055709,185.7206524,0,0,200,180.1490328,294.3672341,102.1463588,0,50,176.4346198,50,0,0,0,0
88.31761626,50,50,66.2382122,61.82233138,114.8129011,75,150.1399476,154.5558285,176.6352325,0,0,200,171.3361755,279.9668435,97.14937789,0,50,167.8034709,50,0,0,0,0
86.34705811,50,50,64.76029359,60.44294068,112.2511755,75,146.7899988,151.1073517,172.6941162,0,0,200,167.5132927,273.7201742,94.98176393,0,50,164.0594104,50,0,0,0,0
85.90930884,50,50,64.43198163,60.13651619,111.6821015,75,146.045825,150.3412905,171.8186177,0,0,200,166.6640592,272.332509,94.50023973,0,50,163.2276868,50,0,0,0,0
86.97882754,50,50,65.23412066,60.88517928,113.0724758,75,147.8640068,152.2129482,173.9576551,0,0,200,168.7389254,275.7228833,95.6767103,0,50,165.2597723,50,0,0,0,0
91.33548074,50,50,68.50161056,63.93483652,118.736125,75,155.2703173,159.8370913,182.6709615,0,0,200,177.1908326,289.533474,100.4690288,0,50,173.5374134,50,0,0,0,0
100.0034669,50,50,75.00260015,70.00242681,130.0045069,75,170.0058937,175.006067,200.0069337,0,0,200,194.0067257,317.01099,110.0038136,0,50,190.006587,50,0,0,0,0
112.0235431,50,50,84.01765729,78.41648014,145.630606,75,190.4400232,196.0412003,224.0470861,0,0,200,217.3256735,355.1146315,123.2258974,0,50,212.8447318,50,0,0,0,0
119.1362146,50,50,89.35216097,83.39535023,154.877079,75,202.5315649,208.4883756,238.2724292,0,0,200,231.1242564,377.6618003,131.0498361,0,50,226.3588078,50,0,0,0,0
117.8066198,50,50,88.35496485,82.46463386,153.1486057,75,200.2712537,206.1615847,235.6132396,0,0,200,228.5448424,373.4469848,129.5872818,0,50,223.8325776,50,0,0,0,0
115.2395032,50,50,86.42962739,80.66765223,149.8113541,75,195.9071554,201.6691306,230.4790064,0,0,200,223.5646362,365.3092251,126.7634535,0,50,218.9550561,50,0,0,0,0
113.6670679,50,50,85.25030091,79.56694752,147.7671882,75,193.2340154,198.9173688,227.3341358,0,0,200,220.5141117,360.3246052,125.0337747,0,50,215.967429,50,0,0,0,0
111.4738733,50,50,83.60540499,78.03171133,144.9160353,75,189.5055847,195.0792783,222.9477466,0,0,200,216.2593142,353.3721784,122.6212607,0,50,211.8003593,50,0,0,0,0
110.2386107,50,50,82.67895806,77.16702752,143.310194,75,187.4056383,192.9175688,220.4772215,0,0,200,213.8629048,349.4563961,121.2624718,0,50,209.4533604,50,0,0,0,0
109.3326913,50,50,81.99951846,76.5328839,142.1324987,75,185.8655752,191.3322097,218.6653826,0,0,200,212.1054211,346.5846314,120.2659604,0,50,207.7321134,50,0,0,0,0
108.3952233,50,50,81.29641751,75.87665634,140.9137903,75,184.2718797,189.6916408,216.7904467,0,0,200,210.2867333,343.612858,119.2347457,0,50,205.9509243,50,0,0,0,0
108.8686135,50,50,81.65146014,76.20802946,141.5291976,75,185.076643,190.5200737,217.737227,0,0,200,211.2051102,345.1135048,119.7554749,0,50,206.8503657,50,0,0,0,0
115.0328373,50,50,86.27462798,80.52298611,149.5426885,75,195.5558234,201.3074653,230.0656746,0,0,200,223.1637044,364.6540943,126.536121,0,50,218.5623909,50,0,0,0,0
122.3784517,50,50,91.78383881,85.66491622,159.0919873,75,208.043368,214.1622906,244.7569035,0,0,200,237.4141964,387.939692,134.6162969,0,50,232.5190583,50,0,0,0,0
123.9049838,50,50,92.92873785,86.73348866,161.0764789,75,210.6384725,216.8337217,247.8099676,0,0,200,240.3756686,392.7787987,136.2954822,0,50,235.4194692,50,0,0,0,0
122.4030003,50,50,91.80225019,85.68210018,159.1239003,75,208.0851004,214.2052504,244.8060005,0,0,200,237.4618205,388.0175108,134.6433003,0,50,232.5657005,50,0,0,0,0
119.6063217,50,50,89.7047413,83.72442521,155.4882182,75,203.3307469,209.311063,239.2126435,0,0,200,232.0362642,379.1520399,131.5669539,0,50,227.2520113,50,0,0,0,0
113.9553172,50,50,85.46648789,79.76872203,148.1419123,75,193.7240392,199.4218051,227.9106344,0,0,200,221.0733154,361.2383555,125.3508489,0,50,216.5151027,50,0,0,0,0
105.4901014,50,50,79.11757606,73.84307099,137.1371318,75,179.3331724,184.6076775,210.9802028,0,0,200,204.6507967,334.4036215,116.0391116,0,50,200.4311927,50,0,0,0,0
98.1729088,50,50,73.6296816,68.72103616,127.6247814,75,166.893945,171.8025904,196.3458176,0,0,200,190.4554431,311.2081209,107.9901997,0,50,186.5285267,50,0,0,0,0
94.17525396,50,50,70.63144047,65.92267777,122.4278302,75,160.0979317,164.8066944,188.3505079,0,0,200,182.6999927,298.5355551,103.5927794,0,50,178.9329825,50,0,0,0,0
92.29739707,50,50,69.2230478,64.60817795,119.9866162,75,156.905575,161.5204449,184.5947941,0,0,200,179.0569503,292.5827487,101.5271368,0,50,175.3650544,50,0,0,0,0
92.04935441,50,50,69.03701581,64.43454809,119.6641607,75,156.4839025,161.0863702,184.0987088,0,0,200,178.5757476,291.7964535,101.2542899,0,50,174.8937734,50,0,0,0,0
93.41221943,50,50,70.05916457,65.3885536,121.4358853,75,158.800773,163.471384,186.8244389,0,0,200,181.2197057,296.1167356,102.7534414,0,50,177.4832169,50,0,0,0,0
98.16984595,50,50,73.62738446,68.71889216,127.6207997,75,166.8887381,171.7972304,196.3396919,0,0,200,190.4495011,311.1984117,107.9868305,0,50,186.5227073,50,0,0,0,0
107.3702845,50,50,80.52771336,75.15919914,139.5813698,75,182.5294836,187.8979978,214.740569,0,0,200,208.2983519,340.3638018,118.1073129,0,50,204.0035405,50,0,0,0,0
119.6685551,50,50,89.75141634,83.76798858,155.5691217,75,203.4365437,209.4199715,239.3371102,0,0,200,232.1569969,379.3493197,131.6354106,0,50,227.3702547,50,0,0,0,0
127.1134844,50,50,95.33511329,88.97943907,165.2475297,75,216.0929235,222.4485977,254.2269688,0,0,200,246.6001597,402.9497455,139.8248328,0,50,241.5156203,50,0,0,0,0
126.5457123,50,50,94.9092842,88.58199858,164.5094259,75,215.1277108,221.4549965,253.0914245,0,0,200,245.4986818,401.1499079,139.2002835,0,50,240.4368533,50,0,0,0,0
124.2529587,50,50,93.18971906,86.97707112,161.5288464,75,211.2300299,217.4426778,248.5059175,0,0,200,241.05074,393.8818792,136.6782546,0,50,236.0806216,50,0,0,0,0
121.9186988,50,50,91.4390241,85.34308916,158.4943084,75,207.261788,213.3577229,243.8373976,0,0,200,236.5222757,386.4822752,134.1105687,0,50,231.6455277,50,0,0,0,0
119.6837991,50,50,89.76284931,83.77865936,155.5889388,75,203.4624584,209.4466484,239.3675982,0,0,200,232.1865702,379.3976431,131.652179,0,50,227.3992183,50,0,0,0,0
117.8599003,50,50,88.39492521,82.5019302,153.2178704,75,200.3618305,206.2548255,235.7198006,0,0,200,228.6482065,373.6158839,129.6458903,0,50,223.9338105,50,0,0,0,0
116.7734443,50,50,87.58008319,81.74141098,151.8054775,75,198.5148552,204.3535274,233.5468885,0,0,200,226.5404818,370.1718183,128.4507887,0,50,221.8695441,50,0,0,0,0
116.1623065,50,50,87.12172986,81.31361454,151.0109984,75,197.475921,203.2840363,232.324613,0,0,200,225.3548746,368.2345115,127.7785371,0,50,220.7083823,50,0,0,0,0
117.6850083,50,50,88.26375626,82.37950584,152.9905108,75,200.0645142,205.9487646,235.3700167,0,0,200,228.3089162,373.0614765,129.4535092,0,50,223.6015159,50,0,0,0,0
122.5328797,50,50,91.89965978,85.77301579,159.2927436,75,208.3058955,214.4325395,245.0657594,0,0,200,237.7137866,388.4292287,134.7861677,0,50,232.8124714,50,0,0,0,0
127.3788761,50,50,95.53415708,89.16521328,165.5925389,75,216.5440894,222.9130332,254.7577522,0,0,200,247.1150197,403.7910373,140.1167637,0,50,242.0198646,50,0,0,0,0
126.3645221,50,50,94.77339161,88.4551655,164.2738788,75,214.8196876,221.1379137,252.7290443,0,0,200,245.147173,400.5755352,139.0009744,0,50,240.0925921,50,0,0,0,0
122.8637572,50,50,92.1478179,86.00463004,159.7228844,75,208.8683872,215.0115751,245.7275144,0,0,200,238.355689,389.4781103,135.1501329,0,50,233.4411387,50,0,0,0,0
119.3715384,50,50,89.52865383,83.5600769,155.183,75,202.9316153,208.9001923,238.7430769,0,0,200,231.5807846,378.4077768,131.3086923,0,50,226.805923,50,0,0,0,0
114.2374563,50,50,85.67809223,79.96621942,148.5086932,75,194.2036757,199.9155485,228.4749126,0,0,200,221.6206652,362.1327365,125.6612019,0,50,217.051167,50,0,0,0,0
107.0000782,50,50,80.25005862,74.90005471,139.1001016,75,181.9001329,187.2501368,214.0001563,0,0,200,207.5801516,339.1902478,117.700086,0,50,203.3001485,50,0,0,0,0
100.7589576,50,50,75.56921822,70.53127033,130.9866449,75,171.290228,176.3281758,201.5179152,0,0,200,195.4723778,319.4058957,110.8348534,0,50,191.4420195,50,0,0,0,0
96.12157919,50,50,72.09118439,67.28510543,124.9580529,75,163.4066846,168.2127636,192.2431584,0,0,200,186.4758636,304.705406,105.7337371,0,50,182.6310005,50,0,0,0,0
93.77059426,50,50,70.3279457,65.63941598,121.9017725,75,159.4100102,164.09854,187.5411885,0,0,200,181.9149529,297.2527838,103.1476537,0,50,178.1641291,50,0,0,0,0
92.89083932,50,50,69.66812949,65.02358752,120.7580911,75,157.9144268,162.5589688,185.7816786,0,0,200,180.2082283,294.4639606,102.1799232,0,50,176.4925947,50,0,0,0,0
92.98928873,50,50,69.74196655,65.09250211,120.8860753,75,158.0817908,162.7312553,185.9785775,0,0,200,180.3992201,294.7760453,102.2882176,0,50,176.6796486,50,0,0,0,0
94.97466696,50,50,71.23100022,66.48226687,123.4670671,75,161.4569338,166.2056672,189.9493339,0,0,200,184.2508539,301.0696943,104.4721337,0,50,180.4518672,50,0,0,0,0
99.32636648,50,50,74.49477486,69.52845653,129.1242764,75,168.854823,173.8211413,198.652733,0,0,200,192.693151,314.8645817,109.2590031,0,50,188.7200963,50,0,0,0,0
105.0953424,50,50,78.82150681,73.56673969,136.6239451,75,178.6620821,183.9168492,210.1906848,0,0,200,203.8849643,333.1522355,115.6048767,0,50,199.6811506,50,0,0,0,0
